	的中数	的中率(%)	回収率(%)
単勝	16	48.484848484848484	417.5757575757576
複勝	87	87.87878787878788	268.1818181818182
馬連	0	0.0	0.0
ワイド	0	0.0	0.0
馬単	0	0.0	0.0
３連複	1	3.0303030303030303	6.363636363636363
