競馬場	開催年	開催日	レース番号	芝ダ区分	距離	馬番	馬名	単勝オッズ	人気順	確定着順	予測順位	予測スコア	複勝1着馬番	複勝1着オッズ	複勝1着人気	複勝2着馬番	複勝2着オッズ	複勝2着人気	複勝3着馬番	複勝3着オッズ	複勝3着人気	馬連馬番1	馬連馬番2	馬連オッズ	ワイド1_2馬番1	ワイド1_2馬番2	ワイド2_3着馬番1	ワイド2_3着馬番2	ワイド1_3着馬番1	ワイド1_3着馬番2	ワイド1_2オッズ	ワイド2_3オッズ	ワイド1_3オッズ	馬単馬番1	馬単馬番2	馬単オッズ	３連複オッズ
東京	2023	129	8	ダート	1400	10	アスカロン　　　　　　　　　　　　　	174.9	16	14	13	0.4908931047264403	12	1.2	1	8	1.6	3	9	1.3	2	8	12	9.2	8	12	9	12	8	9	4.1	1.8	3.5	12	8	15.1	7.5
東京	2023	129	8	ダート	1400	11	リンクスルーファス　　　　　　　　　	14.0	5	16	4	0.503021303903325	12	1.2	1	8	1.6	3	9	1.3	2	8	12	9.2	8	12	9	12	8	9	4.1	1.8	3.5	12	8	15.1	7.5
東京	2023	129	8	ダート	1400	12	フォーヴィスム　　　　　　　　　　　	2.5	1	1	1	0.5063215717858766	12	1.2	1	8	1.6	3	9	1.3	2	8	12	9.2	8	12	9	12	8	9	4.1	1.8	3.5	12	8	15.1	7.5
東京	2023	129	8	ダート	1400	13	リュクスウォリアー　　　　　　　　　	102.0	12	9	13	0.4908931047264403	12	1.2	1	8	1.6	3	9	1.3	2	8	12	9.2	8	12	9	12	8	9	4.1	1.8	3.5	12	8	15.1	7.5
東京	2023	129	8	ダート	1400	14	アラカザーム　　　　　　　　　　　　	74.4	10	11	4	0.503021303903325	12	1.2	1	8	1.6	3	9	1.3	2	8	12	9.2	8	12	9	12	8	9	4.1	1.8	3.5	12	8	15.1	7.5
東京	2023	129	8	ダート	1400	15	インヴァリアンス　　　　　　　　　　	8.3	4	7	2	0.5049465777095027	12	1.2	1	8	1.6	3	9	1.3	2	8	12	9.2	8	12	9	12	8	9	4.1	1.8	3.5	12	8	15.1	7.5
東京	2023	129	8	ダート	1400	16	マイナーズライト　　　　　　　　　　	133.0	14	8	7	0.49879106129552503	12	1.2	1	8	1.6	3	9	1.3	2	8	12	9.2	8	12	9	12	8	9	4.1	1.8	3.5	12	8	15.1	7.5
東京	2023	129	11	ダート	1400	1	オーロラテソーロ　　　　　　　　　　	109.2	12	16	4	0.502696601137992	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	2	ヘリオス　　　　　　　　　　　　　　	14.7	5	15	4	0.502696601137992	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	3	ホウオウアマゾン　　　　　　　　　　	32.5	8	12	15	0.4921070028095963	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
