	的中数	的中率(%)	回収率(%)
単勝	14	19.17808219178082	61.50684931506849
複勝	89	40.63926940639269	88.63013698630137
馬連	2	2.73972602739726	11.917808219178081
ワイド	0	0.0	0.0
馬単	1	1.36986301369863	9.452054794520548
３連複	2	2.73972602739726	26.027397260273972
